PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr10-83152483-1	chr10	83152383	83152583	+	15.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_021439, intron 2 of 2)	intron (NM_021439, intron 2 of 2)	166986.0	NM_021439	58250.0	Mm.360747	NM_021439	ENSMUSG00000034612	Chst11	1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s	carbohydrate sulfotransferase 11	protein-coding	3.17	1.77	24.0	20.28	3.38177352107947	0.0002451831978222	0.0037818302551913
Merged-chr2-83724014-1	chr2	83723914	83724114	+	14.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_008402)	promoter-TSS (NM_008402)	-383.0	NM_008402	16410.0	Mm.227	NM_008402	ENSMUSG00000027087	Itgav	1110004F14Rik|2610028E01Rik|CD51|D430040G12Rik	integrin alpha V	protein-coding	81.33	89.76	164.27	134.68	1.04350070070775	0.0002289601182369	0.0035791672362432
Merged-chr9-37657321-1	chr9	37657221	37657421	+	20.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_025289)	promoter-TSS (NM_025289)	-9.0	NM_025289	21376.0	Mm.28689	NM_025289	ENSMUSG00000011114	Tbrg1	AA408552|AA409675|Niam|Tb-5|mFLJ00213	transforming growth factor beta regulated gene 1	protein-coding	27.46	26.97	70.93	68.64	1.61925945452982	7.1818079695037e-05	0.0013863565237737
Merged-chr18-12643750-2	chr18	12643650	12643850	+	32.450001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	5' UTR (NM_028341, exon 1 of 14)	5' UTR (NM_028341, exon 1 of 14)	217.0	NM_028341	72747.0	Mm.52526	NM_028341	ENSMUSG00000024424	Ttc39c	1700008N02Rik|2810439F02Rik	tetratricopeptide repeat domain 39C	protein-coding	91.89	72.96	157.34	148.2	1.13461361412796	5.666539516396e-05	0.0011381526082309
Merged-chr13-51756760-2	chr13	51756660	51756860	+	22.549999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001281880, intron 2 of 16)	intron (NM_001281880, intron 2 of 16)	36987.0	NM_001281880	20354.0	Mm.33903	NM_013660	ENSMUSG00000021451	Sema4d	CD100|Semacl2|Semaj|Semcl2|coll-4	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	protein-coding	5.28	5.75	27.2	23.4	2.42326774154578	0.0010150232744161	0.0117790713272933
Merged-chr10-5195146-2	chr10	5195046	5195246	+	24.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_001079686)	promoter-TSS (NM_001079686)	-439.0	NM_001079686	64009.0	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	29.57	48.2	95.47	91.0	1.48962841398816	7.07423673407677e-05	0.0013712299269194
Merged-chr8-86888106-2	chr8	86888006	86888206	+	83.25	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-2848.0	NM_030563	80750.0	Mm.25117	NM_030563	ENSMUSG00000031652	N4bp1	AI481586|C81621	NEDD4 binding protein 1	protein-coding	52.81	50.85	122.14	105.56	1.37445234553647	1.93114779710588e-05	0.0004669113050944
Merged-chr2-144290526-2	chr2	144290426	144290626	+	57.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	MLT2B2|LTR|ERVL	19622.0	NM_001355688	74528.0	Mm.386817	NM_028984	ENSMUSG00000027424	Mgme1	8430406I07Rik|AI426476	mitochondrial genome maintenance exonuclease 1	protein-coding	15.84	19.01	38.4	44.72	1.49365066015695	0.0036206244298902	0.0317938822326337
Merged-chr13-37880232-1	chr13	37880132	37880332	+	18.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001039188, intron 1 of 9)	intron (NM_001039188, intron 1 of 9)	-8202.0	NR_033218	68750.0	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding	38.02	24.76	100.8	72.28	1.69965475465285	1.228487895336e-05	0.0003159816804196
Merged-chr6-87525383-2	chr6	87525283	87525483	+	18.650002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001037727, intron 1 of 10)	intron (NM_001037727, intron 1 of 10)	7876.0	NM_001286610	232201.0	Mm.119564	NM_175476	ENSMUSG00000030047	Arhgap25	A130039I20Rik	Rho GTPase activating protein 25	protein-coding	31.69	24.32	73.07	67.08	1.56984935906487	0.0001152542633961	0.0020496043953691
Merged-chr13-52610715-1	chr13	52610615	52610815	+	16.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_011518, intron 1 of 13)	intron (NM_011518, intron 1 of 13)	13833.0	NM_011518	20963.0	Mm.375031	NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding	13.73	14.59	28.8	43.16	1.56832220288303	0.0051968417396984	0.0418248454409826
Merged-chr18-50065610-1	chr18	50065510	50065710	+	18.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_134131, intron 1 of 1)	MTD|LTR|ERVL-MaLR	-11948.0	NR_155293	102635912.0	Mm.440627	NR_155293		C030005K06Rik	-	RIKEN cDNA C030005K06 gene	ncRNA	25.35	15.48	103.47	87.36	2.49561141891661	1.03782070095055e-09	9.5741847081173e-08
Merged-chr2-113397876-2	chr2	113397776	113397976	+	30.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001285458, intron 2 of 16)	intron (NM_001285458, intron 2 of 16)	-43188.0	NM_001285459	14260.0	Mm.4938	NM_010230	ENSMUSG00000044042	Fmn1	Fmn|formin-1|ld	formin 1	protein-coding	110.9	111.43	329.6	299.51	1.74744385675774	5.3484927829365e-14	1.52135779762479e-11
Merged-chr15-66998514-1	chr15	66998414	66998614	+	16.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-28873.0	NM_008681	17988.0	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	2.11	0.44	17.07	11.96	4.10671188091751	0.001943056303392	0.0195904322486804
Merged-chr6-35544534-2	chr6	35544434	35544634	+	17.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	MLT1I-int|LTR|ERVL-MaLR	-4646.0	NM_008098	14489.0	Mm.182746	NM_008098	ENSMUSG00000029840	Mtpn	5033418D15Rik|Gcdp|V1	myotrophin	protein-coding	14.79	13.71	41.6	30.68	1.56959666820696	0.0041229742245536	0.0350951775455733
Merged-chr1-172501887-2	chr1	172501787	172501987	+	36.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_178598, intron 1 of 4)	intron (NM_178598, intron 1 of 4)	1641.0	NM_178598	21346.0	Mm.271711	NM_178598	ENSMUSG00000026547	Tagln2	2700094C18Rik|SM22beta|Sm22B|Sm22a	transgelin 2	protein-coding	52.81	43.33	112.0	90.48	1.31595937718676	0.0001006287272202	0.0018362211177384
Merged-chr16-84713308-1	chr16	84713208	84713408	+	38.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NR_029565)	promoter-TSS (NR_029565)	285.0	NR_132106	100653389.0	Mm.261808	NR_132106	ENSMUSG00000097418	Mir155hg	Bic|Gm26667	Mir155 host gene (non-protein coding)	ncRNA	8.45	3.98	22.4	21.32	2.09521992392489	0.0058504912989901	0.0456490961792568
Merged-chr11-117882052-1	chr11	117881952	117882152	+	13.2	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-8526.0	NM_027919	71776.0	Mm.3200	NM_027919	ENSMUSG00000017713	Tha1	1300017K07Rik|GLY1	threonine aldolase 1	protein-coding	77.1	84.45	154.67	118.56	1.00267445990056	0.0006162332060235	0.0078953774002936
Merged-chr4-35096284-2	chr4	35096184	35096384	+	18.450001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_178061, intron 1 of 3)	intron (NM_178061, intron 1 of 3)	-55771.0	NM_199157	387510.0	Mm.386929	NM_199157	ENSMUSG00000042993	Ifnk	-	interferon kappa	protein-coding	14.79	17.69	57.6	40.56	1.81733557449587	0.0002559170575221	0.003908949485874
Merged-chr5-34501841-2	chr5	34501741	34501941	+	19.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_139064, intron 2 of 5)	intron (NM_139064, intron 2 of 5)	12138.0	NM_139064	231130.0	Mm.28615	NM_139064	ENSMUSG00000059866	Tnip2	1810020H16Rik|ABIN-2|AI428870	TNFAIP3 interacting protein 2	protein-coding	64.43	62.35	127.47	141.44	1.3383709628221	1.19342562872078e-05	0.0003092939212049
Merged-chr9-3001428-2	chr9	3001328	3001528	+	57.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	GSAT_MM|Satellite|Satellite	37315.0	NR_039546	100628572.0		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA	139.42	153.43	238.94	307.83	1.15765006146068	5.64665588519216e-06	0.0001631765443476
Merged-chr18-80554788-2	chr18	80554688	80554888	+	28.15	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-10242.0	NR_028424	100039348.0	Mm.254722	NR_028424		Gm2176	A430076E10Rik	glucosamine-6-phosphate deaminase 1 pseudogene	pseudo	29.57	15.48	75.73	60.32	1.84510076980663	3.31889683036542e-05	0.0007364651104229
Merged-chr12-3861891-2	chr12	3861791	3861991	+	26.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	non-coding (NR_045884, exon 2 of 4)	non-coding (NR_045884, exon 2 of 4)	353.0	NR_045884	100038522.0	Mm.417270	NR_045884	ENSMUSG00000073242	Dnmt3aos	Gm10485	DNA methyltransferase 3A, opposite strand	ncRNA	44.36	30.95	196.8	169.52	2.53725909501324	3.6272288513363e-16	1.56654537249196e-13
Merged-chr7-123083539-1	chr7	123083439	123083639	+	22.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-40346.0	NM_144925	233833.0	Mm.102305	NM_144925	ENSMUSG00000052707	Tnrc6a	2010321I05Rik|3110054G10Rik|AW557223|CAGH26|D130023A07Rik|GW182|Tnrc6	trinucleotide repeat containing 6a	protein-coding	1.06	0.88	26.13	17.16	4.65975967054243	0.0001571023656043	0.0026400749982408
Merged-chr10-96274182-2	chr10	96274082	96274282	+	37.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	47975.0	NR_110448	74881.0	Mm.410819	NR_110448	ENSMUSG00000112762	4930459C07Rik	-	RIKEN cDNA 4930459C07 gene	ncRNA	21.12	18.57	51.73	50.44	1.59666506630974	0.0006420122734525	0.0081673831157749
Merged-chr8-70562007-2	chr8	70561907	70562107	+	15.85	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_007924, intron 1 of 11)	intron (NM_007924, intron 1 of 11)	22332.0	NM_007924	13716.0	Mm.271973	NM_007924	ENSMUSG00000070002	Ell	Ell1|Men	elongation factor RNA polymerase II	protein-coding	27.46	11.5	51.73	49.92	1.6447726963951	0.0008695422609094	0.0104077823378289
Merged-chr9-120068304-1	chr9	120068204	120068404	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_009987)	promoter-TSS (NM_009987)	-8.0	NM_009987	13051.0	Mm.44065	NM_009987	ENSMUSG00000052336	Cx3cr1	-	chemokine (C-X3-C motif) receptor 1	protein-coding	10.56	12.82	53.33	43.68	2.25289041091497	1.93030808878287e-05	0.0004669028239591
Merged-chr9-95188548-1	chr9	95188448	95188648	+	32.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_177909, intron 14 of 15)	intron (NM_177909, intron 14 of 15)	218722.0	NM_018763	54371.0	Mm.212446	NM_018763	ENSMUSG00000033350	Chst2	AI428561|AW121776|C130041E03Rik|Chts2|GST-2|GlcNAc6ST|Gn6st	carbohydrate sulfotransferase 2	protein-coding	8.45	4.86	35.73	23.4	2.42061892941957	0.0004671347071986	0.0063052862653216
Merged-chr5-135907105-2	chr5	135907005	135907205	+	17.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	URR1B|DNA|hAT-Charlie	19186.0	NM_013560	15507.0	Mm.13849	NM_013560	ENSMUSG00000004951	Hspb1	27kDa|Hsp25	heat shock protein 1	protein-coding	78.16	62.79	120.54	124.8	1.05370199671494	0.0005290874255863	0.0069759954656896
Merged-chr4-40781376-1	chr4	40781276	40781476	+	13.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-23491.0	NM_021535	74255.0	Mm.289929	NM_021535	ENSMUSG00000028409	Smu1	2600001O03Rik|2610203K23Rik|AB044414|AI845086|AW556129|Bwd	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	protein-coding	6.34	3.98	47.47	48.88	3.51431550713486	6.33560214393547e-08	3.46173244450229e-06
Merged-chr1-74307696-2	chr1	74307596	74307796	+	22.099998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001039509, intron 2 of 9)	B1_Mur2|SINE|Alu	-3360.0	NM_027154	69660.0	Mm.261182	NM_027154	ENSMUSG00000006301	Tmbim1	2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161	transmembrane BAX inhibitor motif containing 1	protein-coding	25.35	39.8	89.07	75.92	1.57652459915142	6.72435791467788e-05	0.001314430084
Merged-chr10-128909245-1	chr10	128909145	128909345	+	19.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_001282966)	promoter-TSS (NM_001282966)	-100.0	NM_001282966	12512.0	Mm.371552	NM_007653	ENSMUSG00000025351	Cd63	C75951|ME491|Tspan30	CD63 antigen	protein-coding	7.39	3.98	119.47	109.72	4.6271234466219	1.86516507020833e-17	1.08229933528979e-14
Merged-chr6-91489070-1	chr6	91488970	91489170	+	32.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NM_028766)	TTS (NM_028766)	15319.0	NM_028766	74122.0	Mm.38801	NM_028766	ENSMUSG00000030095	Tmem43	1200015A22Rik|LUMA	transmembrane protein 43	protein-coding	6.34	3.98	30.93	28.08	2.80825183151066	0.0001051363695248	0.0019046981312571
Merged-chr9-63706554-2	chr9	63706454	63706654	+	42.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_016769, intron 1 of 8)	intron (NM_016769, intron 1 of 8)	51440.0	NM_016769	17127.0	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding	24.29	13.71	70.4	49.4	1.89013200986926	5.67220713713507e-05	0.0011383681331768
Merged-chr5-140736368-1	chr5	140736268	140736468	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_173405, intron 2 of 7)	intron (NM_173405, intron 2 of 7)	12241.0	NM_173405	231842.0	Mm.491298	NM_173405	ENSMUSG00000050022	Amz1	5330426I05|6530401C20Rik	archaelysin family metallopeptidase 1	protein-coding	143.64	172.89	291.74	317.19	1.18640507014925	6.7496246857301e-07	2.642783209439e-05
Merged-chr9-3027782-2	chr9	3027682	3027882	+	46.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	GSAT_MM|Satellite|Satellite	10961.0	NR_039546	100628572.0		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA	38.02	47.75	74.13	82.68	1.11302878024163	0.0029486314617664	0.0271200250169479
Merged-chr4-53118972-2	chr4	53118872	53119072	+	22.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_013454, intron 5 of 49)	intron (NM_013454, intron 5 of 49)	40923.0	NM_013454	11303.0	Mm.277376	NM_013454	ENSMUSG00000015243	Abca1	ABC-1|Abc1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding	78.16	64.56	114.13	133.64	1.04857189893281	0.00067947419831	0.0085194142837801
Merged-chr19-40965126-1	chr19	40965026	40965226	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_008528, intron 3 of 16)	RMER10A|LTR|ERVL	29409.0	NM_008528	17060.0	Mm.9749	NM_008528	ENSMUSG00000061132	Blnk	BASH|Bca|Ly-57|Ly57|Lyw-57|SLP-65	B cell linker	protein-coding	4.22	3.98	30.4	31.2	3.1780742345591	2.69969345326711e-05	0.0006189455235587
Merged-chr12-84855339-2	chr12	84855239	84855439	+	16.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_013589, intron 2 of 34)	intron (NM_013589, intron 2 of 34)	-20463.0	NR_028577	100303738.0	Mm.479389	NR_028577	ENSMUSG00000092130	D030025P21Rik	-	RIKEN cDNA D030025P21 gene	ncRNA	33.8	24.76	80.0	62.4	1.51026537787039	0.0001911703027051	0.0030882625710109
Merged-chr11-8624730-2	chr11	8624630	8624830	+	22.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001083587, intron 1 of 30)	CpG	39805.0	NM_001083587	319939.0	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding	53.87	33.6	114.67	92.04	1.48106114264448	2.49608196292006e-05	0.0005790168918603
Merged-chr15-96566952-1	chr15	96566852	96567052	+	12.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	75010.0	NM_134086	105727.0	Mm.103568	NM_134086	ENSMUSG00000023169	Slc38a1	AA408026|AA409865|AL022800|AU015942|NAT2	solute carrier family 38, member 1	protein-coding	46.47	36.26	86.4	75.92	1.22858220077344	0.0007801927319513	0.009533005613169
Merged-chr1-144244973-1	chr1	144244873	144245073	+	12.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	3' UTR (NM_015811, exon 5 of 5)	3' UTR (NM_015811, exon 5 of 5)	4131.0	NM_015811	50778.0	Mm.103701	NM_015811	ENSMUSG00000026358	Rgs1	BL34	regulator of G-protein signaling 1	protein-coding	25.35	21.22	65.07	59.28	1.67626312198103	0.0001102181478319	0.0019751786486242
Merged-chr3-9505528-1	chr3	9505428	9505628	+	21.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_133218, intron 2 of 8)	intron (NM_133218, intron 2 of 8)	102450.0	NR_015499	320088.0	Mm.212908	NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA	4.22	2.65	91.73	112.32	5.11969779268417	3.32716452146055e-15	1.19916382414156e-12
Merged-chr18-50065126-2	chr18	50065026	50065226	+	11.754999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_134131, intron 1 of 1)	intron (NM_134131, intron 1 of 1)	-11464.0	NR_155293	102635912.0	Mm.440627	NR_155293		C030005K06Rik	-	RIKEN cDNA C030005K06 gene	ncRNA	25.35	28.3	74.13	68.64	1.67369631315581	4.14641329579057e-05	0.0008835986937746
Merged-chr10-67646875-2	chr10	67646775	67646975	+	20.805	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-74916.0	NR_155444	105245193.0	Mm.72938	NR_155444		4930563J15Rik	-	RIKEN cDNA 4930563J15 gene	ncRNA	51.75	61.9	126.94	104.52	1.26147089896249	8.68779840501108e-05	0.0016220298521479
