PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr2-151967943-1	chr2	151967843	151968043	+	12.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NR_035478)	promoter-TSS (NR_035478)	-326.0	NR_035478	100316704.0		NR_035478	ENSMUSG00000088491	Mir1953	mir-1953|mmu-mir-1953	microRNA 1953	ncRNA	79.21	90.2	11.73	5.72	-3.00024062770295	6.513091678935341e-09	4.8391187049114e-07
Merged-chr8-115711313-1	chr8	115711213	115711413	+	15.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-4419.0	NM_001025577	17132.0	Mm.275549	NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein-coding	70.76	58.81	6.93	4.68	-3.19398369897051	8.93111612377467e-08	4.67730934399163e-06
Merged-chr19-56600957-2	chr19	56600857	56601057	+	25.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	52696.0	NM_025811	66866.0	Mm.46346	NM_025811	ENSMUSG00000025078	Nhlrc2	1200003G01Rik|AI835049|AV002846|AW496455	NHL repeat containing 2	protein-coding	27.46	45.99	3.73	5.72	-2.62997787619115	0.0003065776324755	0.0045209098550589
Merged-chr6-113752444-2	chr6	113752344	113752544	+	18.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001036684, intron 19 of 19)	intron (NM_001036684, intron 19 of 19)	-11763.0	NM_024206	110379.0	Mm.29296	NM_024206	ENSMUSG00000030298	Sec13	1110003H02Rik|Sec13l1|Sec13r	SEC13 homolog, nuclear pore and COPII coat complex component	protein-coding	104.56	104.35	40.0	28.6	-1.36160816847074	0.0001838511612282	0.0030017814666833
Merged-chr5-117872328-2	chr5	117872228	117872428	+	23.15	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_008712, intron 1 of 27)	intron (NM_008712, intron 1 of 27)	5489.0	NM_008712	18125.0	Mm.44249	NM_008712	ENSMUSG00000029361	Nos1	2310005C01Rik|N-NOS|NC-NOS|NO|NOS|NOS-I|Nos-1|bNOS|nNOS	nitric oxide synthase 1, neuronal	protein-coding	149.98	143.26	20.8	42.12	-1.95646049717173	1.63867889921161e-07	7.84551324129967e-06
Merged-chr1-152612958-1	chr1	152612858	152613058	+	14.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001346119, intron 2 of 17)	intron (NM_001346119, intron 2 of 17)	12259.0	NM_016846	19731.0	Mm.245270	NM_016846	ENSMUSG00000026482	Rgl1	Rgl|mKIAA0959	ral guanine nucleotide dissociation stimulator,-like 1	protein-coding	125.69	108.77	46.4	40.04	-1.20574995802998	0.0003494122346738	0.0050062577139309
Merged-chr11-50916197-2	chr11	50916097	50916297	+	29.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_178447)	promoter-TSS (NM_178447)	-21.0	NM_001294323	22678.0	Mm.259230	NM_009550	ENSMUSG00000049321	Zfp2	9930007F06Rik|Fnp-2|Zfp-2|mKR2|mkr-2|mszf87	zinc finger protein 2	protein-coding	30.63	12.82	1.6	0.0	-4.21324678605947	0.0010549292036964	0.0121553568115353
Merged-chr17-67260216-2	chr17	67260116	67260316	+	21.85	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001357625, intron 1 of 32)	intron (NM_001357625, intron 1 of 32)	94243.0	NM_008984	19274.0	Mm.311809	NM_008984	ENSMUSG00000033278	Ptprm	RPTPmu|mKIAA4044	protein tyrosine phosphatase, receptor type, M	protein-coding	119.35	151.66	43.73	27.56	-1.68412856025814	2.41894589266084e-06	7.86794693460934e-05
Merged-chr4-99152366-1	chr4	99152266	99152466	+	18.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-31451.0	NM_001290636	67299.0	Mm.260623	NM_026082	ENSMUSG00000028556	Dock7	3110056M06Rik|Gm430	dedicator of cytokinesis 7	protein-coding	107.73	100.37	18.67	22.88	-2.0585416112648	3.07670164758974e-07	1.34740955852596e-05
Merged-chr11-43223729-1	chr11	43223629	43223829	+	15.7	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_176999, intron 14 of 22)	intron (NM_176999, intron 14 of 22)	73852.0	NM_176999	319767.0	Mm.252339	NM_176999	ENSMUSG00000055415	Atp10b	5930426O13Rik|9030605H24Rik	ATPase, class V, type 10B	protein-coding	20.07	16.36	1.6	1.56	-2.9214628724457	0.0054421675298922	0.0432404756086546
Merged-chr16-92433733-2	chr16	92433633	92433833	+	17.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001081549, intron 1 of 3)	intron (NM_001081549, intron 1 of 3)	32436.0	NM_001081549	54720.0	Mm.265744	NM_019466	ENSMUSG00000022951	Rcan1	Adapt78|CALP1L|CSP1|DSC1|Dscr1|MCIP1|RCN1	regulator of calcineurin 1	protein-coding	68.65	80.92	9.07	8.32	-2.90334068964305	4.82604973692009e-08	2.72944627762439e-06
Merged-chr7-122209347-1	chr7	122209247	122209447	+	11.7	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-10149.0	NM_027363	70261.0	Mm.96997	NM_027363	ENSMUSG00000030865	Chp2	2010110P09Rik|Cbhp2	calcineurin-like EF hand protein 2	protein-coding	198.56	239.21	75.73	61.88	-1.43125888096966	4.13200472963317e-07	1.74165253203709e-05
Merged-chr18-62227780-2	chr18	62227680	62227880	+	14.2	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	47680.0	NM_001013754	225609.0	Mm.296917	NM_001013754	ENSMUSG00000054589	Gm9949	EG225609	predicted gene 9949	protein-coding	38.02	41.12	6.4	5.2	-2.60526872931023	0.000124690284981	0.0021912184029665
Merged-chr5-29993806-1	chr5	29993706	29993906	+	16.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-19308.0	NM_031168	16193.0	Mm.1019	NM_031168	ENSMUSG00000025746	Il6	Il-6	interleukin 6	protein-coding	23.24	38.47	4.8	3.12	-2.70621664291969	0.0006868328605321	0.0086042423139244
Merged-chr15-4727071-1	chr15	4726971	4727171	+	16.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_016704)	promoter-TSS (NM_016704)	-139.0	NM_016704	12274.0	Mm.20247	NM_016704	ENSMUSG00000022181	C6	AW111623	complement component 6	protein-coding	99.28	113.19	19.2	16.64	-2.31925204847481	2.27520025694196e-08	1.39854920878783e-06
Merged-chr12-5119927-1	chr12	5119827	5120027	+	51.900002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001164493, intron 5 of 13)	intron (NM_001164493, intron 5 of 13)	202574.0	NM_001099628	320817.0	Mm.210966	NM_001099628	ENSMUSG00000052812	Atad2b	1110014E10Rik|BC032887|C79189|D530031C13Rik	ATPase family, AAA domain containing 2B	protein-coding	24.29	30.07	4.27	2.08	-2.94060960711384	0.0007222785847558	0.0089631435923072
Merged-chr3-105824360-1	chr3	105824260	105824460	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	8793.0	NR_045845	433637.0	Mm.331285	NR_045845	ENSMUSG00000104835	Gm5547	EG433637	predicted gene 5547	ncRNA	82.38	76.94	36.27	20.28	-1.27324155784464	0.0020798672681714	0.0206835403547869
Merged-chr12-55421464-2	chr12	55421364	55421564	+	32.699997	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	RMER10A|LTR|ERVL	22639.0	NM_011968	26443.0	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding	103.51	78.71	26.67	16.64	-1.81532741730416	1.35688784262544e-05	0.0003430768228497
Merged-chr11-63898749-1	chr11	63898649	63898849	+	9.53	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_018805, intron 1 of 1)	intron (NM_018805, intron 1 of 1)	23535.0	NM_018805	54710.0	Mm.274426	NM_018805	ENSMUSG00000070407	Hs3st3b1	3-OST-3B|3OST3B1|3Ost3b|AU041882|AW536289|Hs3st3b|m3-OST-3B	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	protein-coding	45.42	35.82	12.27	8.84	-1.70411481384482	0.0034976418300995	0.0309009839334938
Merged-chr18-5764895-2	chr18	5764795	5764995	+	38.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001360982, intron 5 of 7)	intron (NM_001360982, intron 5 of 7)	172248.0	NM_001360982	21417.0	Mm.3929	NM_011546	ENSMUSG00000024238	Zeb1	3110032K11Rik|AREB6|BZP|MEB1|Nil2|TCF-8|Tcf18|Tcf8|Tw|ZEB|Zfhep|Zfhx1a|Zfx1a|Zfx1ha|[delta]EF1	zinc finger E-box binding homeobox 1	protein-coding	102.45	101.7	50.67	31.72	-1.06427967966377	0.0030898771015001	0.0281439074948841
Merged-chr2-33962218-1	chr2	33962118	33962318	+	10.8	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	L1M2|LINE|L1	-74272.0	NM_175184	72543.0	Mm.254914	NM_175184	ENSMUSG00000038740	Mvb12b	2610200O14Rik|2610528K11Rik|AI414895|Fam125b	multivesicular body subunit 12B	protein-coding	52.81	42.45	11.73	6.24	-2.16286894802323	0.0002383246663841	0.0036907567163796
Merged-chr4-138980951-1	chr4	138980851	138981051	+	9.53	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_029857, intron 2 of 16)	ORR1F|LTR|ERVL-MaLR	8046.0	NM_029857	77056.0	Mm.122336	NM_029857	ENSMUSG00000041143	Tmco4	4632413C14Rik|AI430825	transmembrane and coiled-coil domains 4	protein-coding	29.57	44.66	2.13	5.2	-3.17644361956595	5.64621774197432e-05	0.0011348565185782
Merged-chr1-43337479-2	chr1	43337379	43337579	+	15.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-108272.0	NM_010879	17974.0	Mm.389903	NM_010879	ENSMUSG00000066877	Nck2	4833426I10Rik|Grb4|NCKbeta|Nck-2	non-catalytic region of tyrosine kinase adaptor protein 2	protein-coding	27.46	25.2	0.53	4.16	-3.11832506490085	0.0007311691611231	0.0090463865485056
Merged-chr11-19020509-2	chr11	19020409	19020609	+	53.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	CpG	-1540.0	NM_001193271	17268.0	Mm.356578	NM_010789	ENSMUSG00000020160	Meis1	C530044H18Rik|Evi8	Meis homeobox 1	protein-coding	36.97	29.18	1.6	5.2	-2.97649978739582	0.0002034564780024	0.0032541259782374
Merged-chr18-62092743-1	chr18	62092643	62092843	+	12.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	PB1D7|SINE|Alu	87238.0	NM_007420	11555.0	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding	61.26	33.16	6.4	9.88	-2.28743219997629	0.0002378495364889	0.0036853658354724
Merged-chr7-104401341-2	chr7	104401241	104401441	+	26.650002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-42695.0	NM_175648	244183.0	Mm.347647	NM_175648	ENSMUSG00000052749	Trim30b	A530023O14Rik|Trim30-1	tripartite motif-containing 30B	protein-coding	84.49	108.33	48.0	25.48	-1.17267047609614	0.0029110855003205	0.0268641155100347
Merged-chr16-35739714-2	chr16	35739614	35739814	+	23.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_153550, intron 2 of 8)	intron (NM_153550, intron 2 of 8)	29642.0	NM_153550	224132.0	Mm.24094	NM_153550	ENSMUSG00000022848	Dirc2	RCC4	disrupted in renal carcinoma 2 (human)	protein-coding	100.34	107.45	51.73	27.04	-1.16287806067657	0.001914379538737	0.0193892348177454
Merged-chr19-47406680-2	chr19	47406580	47406780	+	29.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_008018, intron 2 of 14)	ID_B1|SINE|B4	57731.0	NM_008018	14218.0	Mm.127560	NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|AA589508|AI256723|AI413738|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding	55.98	37.58	14.93	9.88	-1.66613837007456	0.002442802961183	0.0234527676089628
Merged-chr2-166684372-2	chr2	166684272	166684472	+	17.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_177782, intron 1 of 39)	intron (NM_177782, intron 1 of 39)	29460.0	NM_177782	277360.0	Mm.34420	NM_177782	ENSMUSG00000039621	Prex1	G630042G04|P-REX1|Setd6	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein-coding	103.51	86.22	28.27	34.84	-1.3385020388193	0.0004680455661696	0.0063131752831528
Merged-chr4-133153755-1	chr4	133153655	133153855	+	9.53	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_153423, intron 1 of 8)	ID_B1|SINE|B4	23122.0	NM_153423	242687.0	Mm.23566	NM_153423	ENSMUSG00000028868	Wasf2	AW742646|D4Ertd13e|WAVE2	WAS protein family, member 2	protein-coding	90.83	77.38	32.0	31.72	-1.14400460723365	0.0030484058103339	0.0278172423268199
Merged-chr7-143107250-1	chr7	143107150	143107350	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_008434)	promoter-TSS (NM_008434)	-4.0	NM_008434	16535.0	Mm.439769	NM_008434	ENSMUSG00000009545	Kcnq1	AW559127|KVLQT1|Kcna9	potassium voltage-gated channel, subfamily Q, member 1	protein-coding	33.8	19.46	0.53	1.56	-3.88072240888141	0.0002949379628807	0.0043804364402561
Merged-chr15-87075123-1	chr15	87075023	87075223	+	10.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	MTD|LTR|ERVL-MaLR	-469176.0	NM_001252310	106014.0	Mm.244319	NM_134096	ENSMUSG00000054863	Fam19a5	TAFA5|Tafa-5|Tara-5	family with sequence similarity 19, member A5	protein-coding	69.71	64.56	5.33	2.08	-4.03227835978976	7.24369720817908e-09	5.30050463933174e-07
Merged-chr12-16871007-2	chr12	16870907	16871107	+	18.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-23971.0	NM_009072	19878.0	Mm.276024	NM_009072	ENSMUSG00000020580	Rock2	B230113H15Rik|ROKalpha|Rho-kinase|Rock-II|Rock2m|mKIAA0619	Rho-associated coiled-coil containing protein kinase 2	protein-coding	83.44	76.05	32.0	16.64	-1.46583812852018	0.0005728352753107	0.0074212798661438
Merged-chr10-20054142-1	chr10	20054042	20054242	+	14.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_008580, intron 8 of 29)	intron (NM_008580, intron 8 of 29)	-94778.0	NM_008635	17761.0	Mm.20928	NM_008635	ENSMUSG00000019996	Map7	E-MAP-115|MAP-7|Mtap7|R75000|mshi|mste|ste	microtubule-associated protein 7	protein-coding	50.7	38.47	10.67	6.24	-2.14835940178208	0.0003824506183788	0.0053695770705703
Merged-chr15-100543876-1	chr15	100543776	100543976	+	8.61	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001355497, intron 2 of 15)	IAPEY3-int|LTR|ERVK	8132.0	NM_001289603	21422.0	Mm.219040	NM_033476	ENSMUSG00000009733	Tfcp2	CP-2|CP2|D230015P20Rik|LBP-1c|LBP-1d|LBP1|LSF|Tcfcp2|UBP-1	transcription factor CP2	protein-coding	24.29	15.03	2.13	1.56	-3.03140766823559	0.003540399683445	0.0312216979378824
Merged-chr7-120830921-2	chr7	120830821	120831021	+	22.450001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-11910.0	NM_007908	13631.0	Mm.25997	NM_007908	ENSMUSG00000035064	Eef2k	C86191|eEF-2K	eukaryotic elongation factor-2 kinase	protein-coding	80.27	58.81	27.2	21.32	-1.2884352830396	0.002920886035899	0.0269212219667281
Merged-chr2-59121231-1	chr2	59121131	59121331	+	10.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001362394, intron 1 of 13)	MTE2a|LTR|ERVL-MaLR	39452.0	NM_001362394	227933.0	Mm.330234	NM_177650	ENSMUSG00000036641	Ccdc148	5830402J09|Gm38473	coiled-coil domain containing 148	protein-coding	50.7	42.89	5.87	4.68	-2.85030545649085	1.26747771943153e-05	0.0003242146420918
Merged-chr8-117453743-2	chr8	117453643	117453843	+	30.15	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NR_106045)	TTS (NR_106045)	720.0	NR_106045	102466801.0		NR_106045	ENSMUSG00000099062	Mir7077	Gm27774|mmu-mir-7077	microRNA 7077	ncRNA	91.89	80.47	27.2	27.04	-1.42380906495271	0.0003333273503019	0.0048330799989937
Merged-chr10-52233622-2	chr10	52233522	52233722	+	31.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_001347444)	promoter-TSS (NM_001347444)	3.0	NM_001347444	66686.0	Mm.62982	NM_025705	ENSMUSG00000019891	Dcbld1	4631413K11Rik	discoidin, CUB and LCCL domain containing 1	protein-coding	42.25	14.59	1.07	2.08	-3.97582368419067	0.0002467117982418	0.0037999008988843
Merged-chr17-87246015-1	chr17	87245915	87246115	+	11.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	19932.0	NM_176808	193813.0	Mm.30251	NM_139295	ENSMUSG00000024150	Mcfd2	1810021C21Rik|F5f8d|Lman1ip|Sdnsf	multiple coagulation factor deficiency 2	protein-coding	42.25	47.31	9.6	9.36	-1.98834631141429	0.0006306537023395	0.0080516924940942
Merged-chr14-31435234-1	chr14	31435134	31435334	+	11.7	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_011894, intron 1 of 8)	intron (NM_011894, intron 1 of 8)	866.0	NM_011894	24056.0	Mm.383198	NM_011894	ENSMUSG00000021892	Sh3bp5	AI606498|SH3BP-5|Sab	SH3-domain binding protein 5 (BTK-associated)	protein-coding	242.92	271.49	60.27	99.84	-1.42738788639663	1.79786926345478e-06	6.12595183502588e-05
Merged-chr9-96322844-1	chr9	96322744	96322944	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	3' UTR (NM_001184710, exon 10 of 10)	3' UTR (NM_001184710, exon 10 of 10)	40871.0	NM_001357213	11933.0	Mm.424	NM_007502	ENSMUSG00000032412	Atp1b3	AA409958|AI664000|AW212096	ATPase, Na+/K+ transporting, beta 3 polypeptide	protein-coding	58.09	57.92	5.87	10.4	-2.60640748749839	5.35729847578082e-06	0.0001562634891013
Merged-chr11-69415833-1	chr11	69415733	69415933	+	10.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-2158.0	NM_001017426	216850.0	Mm.261201	NM_001017426	ENSMUSG00000018476	Kdm6b	1700064E03Rik|BC038313|Jmjd3|mKIAA0346	KDM1 lysine (K)-specific demethylase 6B	protein-coding	147.87	77.82	41.07	34.32	-1.3366340337687	0.0004948879836056	0.0066076541704285
Merged-chr1-45917312-1	chr1	45917212	45917412	+	13.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_016917, intron 5 of 7)	intron (NM_016917, intron 5 of 7)	8282.0	NM_016917	53945.0	Mm.28756	NM_016917	ENSMUSG00000025993	Slc40a1	Dusg|Fpn1|IREG1|MTP|MTP1|Ol5|Pcm|Slc11a3|Slc39a1	solute carrier family 40 (iron-regulated transporter), member 1	protein-coding	95.06	96.83	21.33	13.0	-2.26281972050705	1.51254625931315e-07	7.33237441847654e-06
Merged-chr2-117404690-2	chr2	117404590	117404790	+	17.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-61813.0	NM_011246	19419.0	Mm.42150	NM_011246	ENSMUSG00000027347	Rasgrp1	Rasgrp|calDAG-GEFII	RAS guanyl releasing protein 1	protein-coding	137.3	181.29	79.47	56.16	-1.00718289257364	0.0012687957925887	0.0140477797093202
Merged-chr7-136321563-1	chr7	136321463	136321663	+	12.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	27852.0	NR_040459	330664.0	Mm.127762	NR_040459	ENSMUSG00000109633	C230079O03Rik	C230079O03	RIKEN cDNA C230079O03 gene	ncRNA	39.08	40.68	2.67	5.2	-3.07336221664954	3.01867846620824e-05	0.0006815753126796
